country,t,onset2COWCS,decade,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,oilreserves_full,oilreserves,oilreserves_public,treat_agri,treat_mine,treat_fuel,treat_metal,iv_transport,iv_agri,iv_mine,iv_fuel,iv_metal
MOZ,1991,,7.0,0.002,0.008754687,0.0069319997,0.006759,0.008125,0.0,0.0,0.00020955503,0.00020954944,-0.00549379,0.014587405,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0
MRT,1991,0.0,7.0,0.002,-0.095670156,0.0061500003,0.000149,0.0032600001,0.0,0.0,0.00024858117,0.0002485863,-0.00549379,-0.018562702,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MUS,1991,0.0,7.0,0.01,-0.095670156,0.004634,0.006385,0.004547,0.0,0.0,9.492785e-05,9.49204e-05,-0.00549379,0.021792267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MWI,1991,0.0,7.0,0.0005,0.021747518,0.0067439997,0.008192,0.006023,0.01,0.0,0.00039425492,0.00039425492,-0.00549379,0.029382009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MYS,1991,0.0,7.0,0.007,0.026878474,0.00588,0.006657,0.00597,0.01,0.0,0.00022789836,0.00022789463,-0.006785229,0.034730334,5.639402,5.639402,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NAM,1991,0.0,7.0,0.008,0.023887627,0.006329,0.0066259997,0.007005,0.01,0.0,0.00027778,0.00027777907,-0.00549379,0.014401399,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0
NCL,1991,0.0,7.0,,,,0.0054619997,0.006633,0.0,0.0,,,-0.00530684,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NER,1991,0.0,7.0,0.0055,0.007419373,0.006518,0.002013,0.006519,0.0,0.0,0.0003058985,0.00030590035,-0.00549379,-0.004244016,0.0,0.0,0.0,,,,,1.0,0.0,0.0,1.0,0.0
NGA,1991,0.0,7.0,0.0025,0.008754687,0.008505,0.007421,0.008503,0.01,1.0,0.00025436282,0.00025436282,-0.00549379,0.01897375,30.408182,30.408182,18.55,,,0.0,0.0,,0.0,0.0,1.0,0.0
NIC,1991,0.0,7.0,0.008,0.022300145,0.004844,0.00429,0.000473,0.0,0.0,0.0004975945,0.000497587,-0.0055420846,-0.055899486,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0
NLD,1991,0.0,7.0,0.01,-0.095670156,0.001054,0.0072219996,0.005143,0.0,0.0,7.6428056e-05,7.6428056e-05,-0.0021132082,-0.007050596,0.4127806,0.4127806,0.1572,,,,1.0,,0.0,0.0,1.0,0.0
NOR,1991,0.0,7.0,0.01,0.033809945,0.00058600004,0.002048,0.000673,0.0,0.0,4.6394765e-05,4.6396628e-05,-0.0021132082,0.0027342811,23.45291,23.45291,8.210248,,,1.0,1.0,,0.0,0.0,1.0,0.0
NPL,1991,0.0,7.0,0.0075,0.043000028,0.006632,0.001417,0.0071670003,0.01,0.0,0.00027633458,0.0002763383,-0.006785229,0.019996792,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0
NZL,1991,0.0,7.0,0.01,0.033428617,0.003969,0.00811,0.001657,0.01,0.0,0.00011938065,0.00011937879,-0.00530684,-0.042157818,209000.0,,0.209,,,,,,0.0,0.0,1.0,0.0
OMN,1991,0.0,7.0,0.0005,0.010296194,0.004373,0.0043220003,0.003567,0.0,0.0,0.00038874894,0.00038874708,-0.006785229,-0.03302332,9.86682,9.86682,4.325,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PAK,1991,0.0,7.0,0.009,0.037612002,0.007098,0.003848,0.00719,0.01,0.0,0.0002649948,0.00026499107,-0.006785229,0.0049002506,0.37201855,0.37201855,0.162087,,,,,,0.0,0.0,1.0,0.0
PAN,1991,0.0,7.0,0.009,0.024849067,0.005528,0.0033379998,0.0038730002,0.0,0.0,0.00019860268,0.00019859895,-0.0055420846,0.049289055,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0
PER,1991,,7.0,0.009,0.03862833,0.006566,0.001988,0.003358,0.0,0.0,0.00020936877,0.0002093669,-0.0055420846,-0.011771224,1.828422,1.828422,0.6138685,,,,0.0,0.0,0.0,0.0,1.0,0.0
PHL,1991,,7.0,0.009,0.03058707,0.002385,0.003056,0.00836,0.0,0.0,0.00022551417,0.0002255179,-0.006785229,-0.050948042,38688.0,,0.038688,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
PNG,1991,0.0,7.0,0.007,0.035723455,0.0027180002,0.005523,0.003526,0.01,0.0,,,-0.00530684,,0.534267,0.534267,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
POL,1991,0.0,7.0,0.009,-0.0022314354,0.0011829999,0.0017120001,0.00046799998,0.0,0.0,3.504008e-05,3.5043806e-05,-0.0021132082,-0.096442305,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PRK,1991,0.0,7.0,0.0005,,0.00039200002,0.004891,2.7999999e-05,0.0,0.0,0.00016966462,0.00016966462,-0.006785229,-0.008294327,0.0,0.0,0.0,,0.0,,,,0.0,0.0,1.0,0.0
PRT,1991,0.0,7.0,0.01,0.01757858,0.00046799998,0.001438,0.000198,0.0,0.0,-3.7103891e-06,-3.7103891e-06,-0.0021132082,0.01423868,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0
PRY,1991,0.0,7.0,0.006,0.000953102,0.0016889999,0.002123,0.005975,0.0,0.0,0.00028569996,0.00028570183,-0.0055420846,-0.012926217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PYF,1991,0.0,7.0,,,,0.0058130003,0.006078,,0.0,,,-0.00530684,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
QAT,1991,0.0,7.0,0.0,-0.095670156,0.007456,0.00095,0.0047999998,0.0,1.0,0.00033039227,0.00033039227,-0.006785229,-0.031495973,32.571175,32.571175,3.7465,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RUS,1991,0.0,7.0,,0.026532419,0.002452,0.004398,0.002485,0.0,0.0,2.2009015e-05,2.200529e-05,-0.0021132082,-0.063979074,94.234314,94.234314,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
RWA,1991,,7.0,0.0015,0.04295924,0.003238,0.0050660004,,0.0,0.0,0.00019833446,0.00019833446,-0.00549379,-0.07791861,0.0,0.0,0.0,1.0,,,,,0.0,0.0,1.0,0.0
SAU,1991,0.0,7.0,0.0,0.02442347,0.0018000001,0.00127,0.00094899995,0.01,1.0,0.00015140325,0.00015140139,-0.006785229,0.042553343,246.75151,246.75151,260.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SEN,1991,0.0,7.0,0.0045,-0.095670156,0.006939,0.001497,0.006961,0.0,0.0,0.00031742454,0.0003174208,-0.00549379,-0.038338248,0.0,0.0,0.0,1.0,,1.0,,,0.0,0.0,1.0,0.0
SGP,1991,0.0,7.0,0.004,-0.095670156,0.0038569998,0.006561,0.003835,0.01,0.0,0.00031489134,0.0003148839,-0.006785229,-0.011109188,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0
SLE,1991,1.0,7.0,0.002,0.005306283,0.008191001,0.005395,0.0076340004,0.01,0.0,0.0002649501,0.00026495382,-0.00549379,-0.10717235,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SLV,1991,,7.0,0.0085,0.023321439,0.001978,0.0035589999,,0.0,0.0,0.00016668439,0.00016668439,-0.0055420846,-0.0034383265,0.0,0.0,0.0,,1.0,1.0,,,0.0,0.0,1.0,0.0
SMR,1991,0.0,7.0,,,0.002927,0.0019750001,,,0.0,,,-0.0021132082,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SOM,1991,,7.0,0.005,0.025336968,0.008117,2.7999999e-05,0.000326,0.01,0.0,-0.00034596026,-0.00034595653,-0.00549379,-0.07043016,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0
STP,1991,0.0,7.0,,,,0.001866,0.002322,0.0,0.0,0.00025982782,0.00025982782,-0.00549379,-0.038464237,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0
SUR,1991,0.0,7.0,,0.014816046,0.007332,0.00791,0.00331,0.0,0.0,,,-0.0055420846,,27300.0,,0.0273,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0
SVK,1991,,7.0,,,0.002539,0.005655,0.002551,,,3.6023557e-05,3.6027282e-05,-0.0021132082,-0.17994311,,,,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0
SVN,1991,0.0,7.0,0.01,,0.0022159999,0.002868,0.002201,,0.0,,,-0.0021132082,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
SWE,1991,0.0,7.0,0.01,0.009555114,0.00059999997,0.002342,0.0019679999,0.0,0.0,6.753951e-05,6.753579e-05,-0.0021132082,-0.03855391,,,,1.0,,,1.0,,0.0,0.0,1.0,0.0
SWZ,1991,0.0,7.0,0.0,0.027212955,0.000582,0.0044440003,0.001722,0.01,0.0,0.00045415014,0.00045414641,-0.00549379,-0.04753712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SYC,1991,0.0,7.0,,-0.095670156,0.002025,0.002323,0.0016060001,0.0,0.0,0.00011920184,0.00011920184,-0.00549379,-0.0065569533,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SYR,1991,0.0,7.0,0.0005,0.01686399,0.005399,0.0043099998,0.0018170001,0.0,0.0,0.0003265515,0.00032654777,-0.006785229,0.011539245,3.7123566,3.7123566,2.35,,,1.0,,1.0,0.0,0.0,1.0,0.0
TCD,1991,0.0,7.0,0.0025,0.021400662,0.0086199995,0.0064109997,0.008635,0.0,0.0,0.00031479448,0.00031479448,-0.00549379,0.060245838,1.1405,1.1405,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TGO,1991,0.0,7.0,0.0025,-0.095670156,0.0070990003,0.0065960004,0.00898,0.0,0.0,0.00033851713,0.00033852085,-0.00549379,-0.042421248,0.0,0.0,0.0,1.0,,,,,0.0,0.0,1.0,0.0
THA,1991,0.0,7.0,0.0045,0.01686399,0.0063380003,0.000994,0.006344,0.01,0.0,0.00013198704,0.00013198331,-0.006785229,0.028937463,0.69962406,0.69962406,0.185,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0
TJK,1991,0.0,7.0,0.004,0.043944493,0.005107,0.0033860002,0.005473,0.0,0.0,0.0002528429,0.00025284663,-0.006785229,-0.08020443,,,,1.0,0.0,,,,0.0,0.0,1.0,0.0
TKM,1991,0.0,7.0,0.001,,0.003918,0.002327,0.003984,0.0,0.0,0.00023505092,0.00023504905,-0.006785229,-0.084879056,2.1668348,2.1668348,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TTO,1991,0.0,7.0,0.0095,-0.095670156,0.0064749997,0.007936,0.001251,0.01,0.0,3.976375e-05,3.976375e-05,-0.0055420846,-0.0010449123,1.1851652,1.1851652,0.5543,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
TUN,1991,0.0,7.0,0.0025,0.010296194,0.000394,0.000104,0.000124,0.0,0.0,0.00019001961,0.00019001961,-0.00549379,-0.011216439,0.700248,0.700248,1.05025,,,,,,0.0,0.0,1.0,0.0
TUR,1991,1.0,7.0,0.0095,0.042668965,0.0032,4.9000002e-05,0.0022159999,0.0,0.0,0.00019080192,0.00019080192,-0.006785229,-0.037291083,0.4602767,0.4602767,0.65,1.0,,1.0,1.0,,0.0,0.0,1.0,0.0
TWN,1991,0.0,7.0,0.0045,0.038416006,0.002744,0.0068449997,0.005028,,0.0,0.00010553002,0.00010553002,-0.006785229,0.022959113,4500.0,,0.0045,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0
TZA,1991,0.0,7.0,0.002,0.030773124,0.007353,0.0063340003,0.008983,0.01,0.0,0.0002962947,0.00029629096,-0.00549379,-0.019060217,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0
UGA,1991,0.0,7.0,0.0015,0.022407096,0.009302,0.006332,0.009227,0.01,0.0,0.00035254657,0.0003525503,-0.00549379,-0.03256753,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0
UKR,1991,0.0,7.0,0.008,,0.004737,0.006157,0.004741,0.0,0.0,2.091378e-05,2.0917505e-05,-0.0021132082,-0.083698064,1.5318823,1.5318823,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
URY,1991,0.0,7.0,0.01,-0.095670156,0.002504,0.0035479998,0.000817,0.0,0.0,6.7301095e-05,6.729551e-05,-0.0055420846,0.008617522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
USA,1991,0.0,7.0,0.01,0.031738784,0.004901,0.008241001,0.002514,0.01,0.0,0.00013346225,0.00013345852,-0.0077426583,-0.03643237,39.498688,39.498688,29.161499,,,,,,0.0,0.0,1.0,0.0
UZB,1991,0.0,7.0,0.0005,,0.004125,0.002133,0.00412,0.0,0.0,0.00025440753,0.00025440753,-0.006785229,-0.043594915,2.283033,2.283033,,,,1.0,1.0,,0.0,0.0,1.0,0.0
VEN,1991,0.0,7.0,0.0095,0.03058707,0.004966,0.00135,0.000686,0.0,1.0,0.00023815781,0.00023816153,-0.0055420846,0.060894746,105.25791,105.25791,60.844498,,1.0,,,0.0,0.0,0.0,1.0,0.0
VGB,1991,0.0,7.0,,,,,,,0.0,,,-0.0055420846,,0.0,0.0,0.0,0.0,1.0,,1.0,,0.0,0.0,1.0,0.0
VNM,1991,0.0,7.0,0.0015,0.029549103,0.002383,0.00508,0.002377,0.0,0.0,0.00019965321,0.00019965321,-0.006785229,0.009783046,1.46811,1.46811,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
VUT,1991,0.0,7.0,,0.0,0.000413,0.007044,0.005794,0.01,0.0,,,-0.00530684,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
WSM,1991,0.0,7.0,,,0.001376,0.007871,0.000111,,0.0,,,-0.00530684,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
YEM,1991,0.0,7.0,0.003,0.03303217,,2.3e-05,8.0000005e-05,,0.0,0.00036870688,0.0003687106,-0.006785229,-0.052946918,1.8131185,1.8131185,3.005,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0
ZAF,1991,,7.0,0.0075,0.020412203,0.0075169997,0.008603,0.008652,0.01,0.0,0.00021170825,0.00021170452,-0.00549379,-0.042042512,,,,0.0,,,,,0.0,0.0,1.0,0.0
ZMB,1991,0.0,7.0,0.008,-0.01609438,0.007808,0.007359,0.008734,0.01,0.0,0.0002899915,0.0002899915,-0.00549379,-0.03436377,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZWE,1991,0.0,7.0,0.002,0.010647108,0.003874,0.007363,0.004472,0.01,0.0,0.0002732873,0.0002732873,-0.00549379,0.023207825,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.0
ABW,1992,0.0,7.0,,,,0.004107,0.003889,,0.0,,,0.008693755,,,,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
AFG,1992,,7.0,0.005,0.041835755,0.0076929997,0.002717,0.006141,0.0,0.0,0.00092785805,0.0009278618,0.014553875,-0.08698502,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0
AGO,1992,,7.0,0.005,0.022721259,0.007867,0.0062760003,0.00787,0.0,0.0,0.00028429925,0.00028429553,0.008670673,-0.050390847,4.281215,4.281215,1.5760865,1.0,,,,1.0,1.0,1.0,1.0,1.0
ALB,1992,0.0,7.0,0.0075,,0.002204,0.004719,0.000399,0.0,0.0,9.74834e-05,9.748712e-05,0.011710435,-0.10759608,0.0,0.0,0.165,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AND,1992,0.0,7.0,,,0.007139,0.002326,0.0068480005,,0.0,,,0.011710435,,,,,,,,1.0,,1.0,1.0,1.0,1.0
ANT,1992,0.0,7.0,,,,0.0038659999,0.0025080002,,0.0,,,0.008693755,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARE,1992,0.0,7.0,0.001,-0.095670156,0.0062519996,0.00331,0.004874,0.01,1.0,0.0005992353,0.0005992353,0.014553875,-0.034778103,48.001877,48.001877,98.1,,,0.0,0.0,,1.0,1.0,1.0,1.0
ARG,1992,0.0,7.0,0.0085,0.03346389,0.0025499999,0.002236,0.000618,0.0,0.0,0.00013724715,0.00013724528,0.008693755,0.06102376,6.3417687,6.3417687,1.7937125,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0
ARM,1992,0.0,7.0,0.0085,,0.001272,0.004576,0.0012909999,0.0,0.0,-0.00017356873,-0.000173565,0.014553875,-0.45516193,0.0,0.0,0.0,,,,,,1.0,1.0,1.0,1.0
ATG,1992,0.0,7.0,,,0.0016429999,0.00684,0.001063,0.01,0.0,,,0.008693755,,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0
AUS,1992,0.0,7.0,0.01,0.007419373,0.00092900003,0.008211,0.003349,0.01,0.0,0.00012535602,0.00012535881,0.008852497,0.0037003718,5.1180634,5.1180634,2.3720417,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AUT,1992,0.0,7.0,0.01,0.040271357,0.001068,0.0041460004,0.001522,0.0,0.0,0.00012272596,0.00012272969,0.011710435,-0.018018687,0.0,0.0,0.084984,,0.0,,1.0,0.0,1.0,1.0,1.0,1.0
AZE,1992,,7.0,0.0055,0.032425925,0.002047,0.004899,0.002054,0.0,0.0,0.00013497472,0.00013497472,0.014553875,-0.2794667,13.249977,13.249977,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
BDI,1992,,7.0,0.0035,0.04310799,0.0029510001,0.005158,0.0029769999,0.0,0.0,0.00030154735,0.00030154362,0.008670673,-0.029419,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0
BEL,1992,0.0,7.0,0.01,-0.095670156,0.005554,0.002127,0.005409,0.0,0.0,4.1030347e-05,4.1034073e-05,0.011710435,-0.008629736,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
BEN,1992,0.0,7.0,0.008,-0.095670156,0.007871999,0.0055440003,0.007905,0.0,0.0,0.00031442195,0.00031442568,0.008670673,0.0029666466,19900.0,,0.0199,1.0,,,,,1.0,1.0,1.0,1.0
BFA,1992,0.0,7.0,0.0025,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.000333108,0.00033310056,0.008670673,-0.023267975,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0
BGD,1992,0.0,7.0,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.0002213046,0.0002213046,0.014553875,0.013554634,500.0,,0.0005,,1.0,,,1.0,1.0,1.0,1.0,1.0
BGR,1992,0.0,7.0,0.009,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,-0.00013064593,-0.00013064593,0.011710435,-0.083878845,15000.0,,0.015,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BHR,1992,0.0,7.0,0.0,-0.095670156,0.005021,0.005528,0.004344,0.01,0.0,0.0002729483,0.00027295202,0.014553875,0.026583048,0.32623896,0.32623896,0.08349,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BHS,1992,0.0,7.0,,-0.095670156,0.004228,0.006815,0.0018549999,0.01,0.0,,,0.008693755,,0.0,0.0,0.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0
BIH,1992,,7.0,0.005,0.041026432,0.0063,0.0068510002,0.0067510004,,0.0,-0.00044437498,-0.00044437498,0.011710435,-0.30898035,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
BLR,1992,0.0,7.0,0.0085,,0.003222,0.006116,0.004666,0.0,0.0,2.2515655e-05,2.2515655e-05,0.011710435,-0.13280703,,,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BLZ,1992,0.0,7.0,,0.0130833285,0.007015,0.0058130003,0.006303,0.01,0.0,,,0.008693755,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
BMU,1992,0.0,7.0,,,,0.007112,,0.01,0.0,,,-0.0026004314,,0.0,0.0,0.0,,1.0,,,,1.0,1.0,1.0,1.0
BOL,1992,0.0,7.0,0.0095,0.035807375,0.007396,0.002085,0.00224,0.0,0.0,0.00023776293,0.00023776293,0.008693755,-0.016410543,0.4502123,0.4502123,0.119,,1.0,1.0,,,1.0,1.0,1.0,1.0
BRA,1992,0.0,7.0,0.009,0.0113140205,0.0054079997,0.0060540005,0.00046799998,0.0,0.0,0.00015813112,0.00015813485,0.008693755,-0.040976714,5.8138256,5.8138256,3.883046,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0
BRB,1992,0.0,7.0,,-0.095670156,0.0014229999,0.006934,0.000926,0.01,0.0,,,0.008693755,,3337.0,,0.003337,1.0,1.0,,,,1.0,1.0,1.0,1.0
BRN,1992,0.0,7.0,,,0.005416,0.004404,0.003438,0.01,0.0,,,0.014553875,,1.7537775,1.7537775,1.24,0.0,,0.0,0.0,,1.0,1.0,1.0,1.0
BTN,1992,0.0,7.0,0.0,0.045464814,0.00605,0.003787,0.006056,0.01,0.0,,,0.014553875,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
BWA,1992,0.0,7.0,0.0085,-0.095670156,0.004102,0.0059859995,0.00411,0.01,0.0,0.0003144145,0.00031441078,0.008670673,-0.04941667,0.0,0.0,0.0,,1.0,,,,1.0,1.0,1.0,1.0
CAF,1992,0.0,7.0,0.002,0.014816046,0.0082950005,0.007916,0.008334,0.0,0.0,0.0002868101,0.00028681196,0.008670673,-0.08483766,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0
CAN,1992,0.0,7.0,0.01,0.027343675,0.007124,0.006958,0.005772,0.01,0.0,0.00015085936,0.00015085936,-0.0026004314,-0.02737718,11.041832,11.041832,7.937511,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0
CHE,1992,0.0,7.0,0.01,0.04203199,0.0053140004,0.0060829995,0.0054409998,0.0,0.0,0.00010762364,0.00010762736,0.011710435,-0.028863285,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHL,1992,0.0,7.0,0.009,0.040535226,0.0018610001,0.003841,0.0018709999,0.0,0.0,0.00016339868,0.00016340241,0.008693755,0.08464788,0.05864975,0.05864975,0.3,,,,1.0,0.0,1.0,1.0,1.0,1.0
CHN,1992,0.0,7.0,0.0015,0.036216706,0.001538,0.006643,0.001327,0.0,0.0,0.00012254715,0.00012255087,0.014553875,0.04119033,32.15641,32.15641,19.586191,,,,0.0,,1.0,1.0,1.0,1.0
CIV,1992,0.0,7.0,0.0015,-0.0091629075,0.008204,0.007551,0.007842001,0.0,0.0,0.0002892092,0.00028920546,0.008670673,-0.03231945,100000.0,,0.1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
CMR,1992,0.0,7.0,0.003,0.028735647,0.008635,0.007338,0.008898,0.0,0.0,0.00027774274,0.00027774274,0.008670673,-0.06852585,0.682762,0.682762,0.4,1.0,,1.0,,,1.0,1.0,1.0,1.0
COD,1992,0.0,7.0,0.005,0.014350845,0.008747,0.0070209997,0.008705,0.0,0.0,0.00031196326,0.00031196885,0.008670673,-0.12008467,187000.0,,0.187,,,,,,1.0,1.0,1.0,1.0
COG,1992,0.0,7.0,0.0075,-0.095670156,0.008747,0.0066420003,0.006871,0.0,0.0,0.00030751526,0.000307519,0.008670673,-0.016399542,1.7227205,1.7227205,0.77750003,,,1.0,,,1.0,1.0,1.0,1.0
COL,1992,,7.0,0.0095,0.03613617,0.006014,0.001478,0.00019300001,0.0,0.0,0.00020343065,0.00020343065,0.008693755,-0.00046306849,5.3059816,5.3059816,2.58355,,,,,0.0,1.0,1.0,1.0,1.0
CPV,1992,0.0,7.0,,0.028154088,0.004174,0.000766,,0.0,0.0,0.00017192215,0.00017192587,0.008670673,-0.068769865,0.0,0.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0
CRI,1992,0.0,7.0,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0,0.00023011863,0.0002301149,0.008693755,0.02533717,0.0,0.0,0.0,1.0,,,,,1.0,1.0,1.0,1.0
CUB,1992,0.0,7.0,0.0015,,0.005908,0.005059,,0.0,0.0,7.6048076e-05,7.604435e-05,0.008693755,-0.15938255,100000.0,,0.1,,1.0,,,,1.0,1.0,1.0,1.0
CYM,1992,0.0,7.0,,,,,,,0.0,,,0.008693755,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
CYP,1992,0.0,7.0,0.01,0.021972246,0.00093900005,0.003962,0.003962,0.01,0.0,,,0.014553875,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
CZE,1992,,7.0,,,0.003222,0.006591,0.003233,,,1.0222197e-05,1.0225922e-05,0.011710435,-0.027680626,15000.0,,0.015,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
DEU,1992,0.0,7.0,0.01,0.0069314716,0.001682,0.0065710004,0.0016419999,0.0,0.0,7.6413155e-05,7.6413155e-05,0.011710435,-0.010301916,0.71251523,0.71251523,0.449,,1.0,,1.0,,1.0,1.0,1.0,1.0
DJI,1992,0.0,7.0,0.0015,0.013609766,0.007962,0.000435,0.0065579996,0.0,0.0,0.00023517758,0.00023517758,0.008670673,-0.023069002,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0
DNK,1992,0.0,7.0,0.01,-0.095670156,0.000819,0.002333,0.0010490001,0.0,0.0,3.3006072e-05,3.3006072e-05,0.011710435,-0.005051162,1.6977576,1.6977576,0.75174373,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
DOM,1992,0.0,7.0,0.008,0.027972814,0.004294,0.003118,0.000395,0.0,0.0,0.00018788874,0.00018789247,0.008693755,0.017383887,0.0,0.0,0.0,1.0,,,,,1.0,1.0,1.0,1.0
DZA,1992,1.0,7.0,0.0015,0.027536606,0.003394,9.1e-05,0.004427,0.0,1.0,0.00023521483,0.00023521855,0.008670673,-0.026250917,10.913338,10.913338,9.2,0.0,,0.0,,0.0,1.0,1.0,1.0,1.0
ECU,1992,0.0,7.0,0.0095,0.03637586,0.0065499996,0.001417,0.001308,0.0,1.0,0.000119149685,0.00011914596,0.008693755,0.0005319547,5.3586817,5.3586817,2.395,,,,,,1.0,1.0,1.0,1.0
EGY,1992,0.0,7.0,0.002,0.0,0.0018359999,0.001979,0.000237,0.0,0.0,0.00021529198,0.00021529943,0.008670673,-0.014044478,5.7668757,5.7668757,3.9675,,,,,,1.0,1.0,1.0,1.0
